anime_id;name;type;episodes;rating;members;genre 1;genre 2;genre 3;genre 4;genre 5;genre 6;genre 7;;;;;;
30133;Ima, Futari no Michi;Special;1;6.01;352;Drama;;;;;;;;;;;;
9045;Jack to Mame no Ki (1989);OVA;1;6.01;630;Adventure; Dementia; Kids;;;;;;;;;;
17141;Kara The Animation;TV;5;6.01;572;Action;;;;;;;;;;;;
16636;Kotoura-san: Haruka no Heya;ONA;6;6.01;9641;Comedy; School;;;;;;;;;;;
7915;Otaku no Seiza;OVA;2;6.01;378;Comedy; Parody;;;;;;;;;;;
1644;Princess Rouge;OVA;2;6.01;1025;Fantasy; Romance;;;;;;;;;;;
14347;Ryo;Movie;1;6.01;8687;Action; Drama; Historical; Samurai;;;;;;;;;
8706;SOS TV Walpurgis Night Fever;ONA;11;6.01;422;Comedy; Sci-Fi;;;;;;;;;;;
5090;Techno Police 21C;Movie;1;6.01;402;Action; Mecha; Police; Sci-Fi;;;;;;;;;
10701;Ulysses 31 Pilot;Special;1;6.01;218;Action; Adventure; Sci-Fi; Space;;;;;;;;;
15133;Aoi Sekai no Chuushin de;Special;3;6.00;25693;Action; Adventure; Ecchi; Fantasy; Parody; Shounen;;;;;;;
31318;Comet Lucifer;TV;12;6.00;66659;Action; Adventure; Fantasy; Mecha;;;;;;;;;
7139;Gdleen;OVA;1;6.00;408;Fantasy; Sci-Fi;;;;;;;;;;;
8333;Kodomo no Keijijougaku;ONA;1;6.00;543;Fantasy;;;;;;;;;;;;
24275;Medamayaki no Kimi Itsu Tsubusu?;Special;4;6.00;712;Comedy; Seinen;;;;;;;;;;;
31738;Nanairo Kakumei;Special;3;6.00;477;Comedy; School; Shoujo;;;;;;;;;;
21641;Planet:Valkyrie;ONA;1;6.00;883;Action; Music;;;;;;;;;;;
8241;Rio: Rainbow Gate!;TV;13;6.00;22396;Comedy; Ecchi; Game;;;;;;;;;;
11763;Sekai de Ichiban Tsuyoku Naritai!;TV;12;6.00;26513;Action; Ecchi; Sports;;;;;;;;;;
12133;Sekai Kei Sekai Ron;OVA;1;6.00;644;Psychological; Sci-Fi;;;;;;;;;;;
3498;Shin Onimusha: Dawn of Dreams the Story;OVA;1;6.00;695;Action; Demons; Historical; Martial Arts; Samurai;;;;;;;;
2616;Sora Iro no Tane;Special;1;6.00;2016;Kids;;;;;;;;;;;;
9393;T.P. Sakura: Time Paladin Sakura;OVA;2;6.00;2784;Action; Magic;;;;;;;;;;;
10545;The Epic Of ZektBach;OVA;1;6.00;2792;Action; Fantasy; Supernatural;;;;;;;;;;
20913;6♥Princess;Music;1;5.99;1807;Magic; Music;;;;;;;;;;;
982;Cosplay Complex;OVA;3;5.99;8706;Comedy; Ecchi; Parody; School;;;;;;;;;
9409;D-1 Devastator;OVA;2;5.99;320;Mecha; Sci-Fi;;;;;;;;;;;
30289;Dededen;Special;5;5.99;158;Slice of Life;;;;;;;;;;;;
17733;Dibetagurashi: Ahiru no Seikatsu;TV;39;5.99;586;Comedy; Slice of Life;;;;;;;;;;;
1928;Early Reins;OVA;1;5.99;1902;Action; Adventure; Seinen;;;;;;;;;;
4012;First Squad;Music;1;5.99;4946;Action; Music;;;;;;;;;;;
24975;Ghibli ga Ippai Special Short Short;Special;10;5.99;733;Slice of Life;;;;;;;;;;;;
5501;Gun x Sword-san;Special;13;5.99;2168;Action; Dementia; Parody;;;;;;;;;;
1220;Hoshizora Kiseki;ONA;1;5.99;7674;Romance; Sci-Fi;;;;;;;;;;;
2072;Idol Project;OVA;4;5.99;958;Adventure; Comedy; Music;;;;;;;;;;
510;Kakyuusei 2: Hitomi no Naka no Shoujo-tachi;TV;13;5.99;3334;Comedy; Drama; Harem; Romance; School;;;;;;;;
28419;Katsura Hime;Movie;1;5.99;116;Action; Comedy;;;;;;;;;;;
18643;Kita e: Pure Session;Music;1;5.99;212;Music;;;;;;;;;;;;
8936;Melody;ONA;1;5.99;1018;Drama;;;;;;;;;;;;
28665;Nenga no Kizuna;ONA;1;5.99;178;Slice of Life;;;;;;;;;;;;
19727;Nexus;Music;1;5.99;1884;Music;;;;;;;;;;;;
1939;SD Gundam Gaiden;OVA;4;5.99;1467;Adventure; Comedy; Fantasy; Mecha;;;;;;;;;
33508;Si Ling Bianma: Zhi Shijie Caozong Zhe;ONA;12;5.99;563;Fantasy; Game; Horror; Mystery; Parody; Psychological;;;;;;;
3820;Space Station No.9;Music;1;5.99;1629;Music; Sci-Fi;;;;;;;;;;;
30813;Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e;Special;1;5.99;718;Comedy; Romance; School;;;;;;;;;;
15795;Beast Saga;TV;38;5.98;861;Action; Kids; Sci-Fi; Shounen;;;;;;;;;
18419;Boku no Imouto wa &quot;;;;;;;;;;;;;;;;;
7518;Boku wa Kuma;Music;1;5.98;985;Kids; Music; Slice of Life;;;;;;;;;;
29943;Crazy for It;Movie;1;5.98;539;Dementia; Music;;;;;;;;;;;
26079;Donyatsu Specials;Special;2;5.98;231;Comedy; Sci-Fi; Seinen;;;;;;;;;;
19519;Dream Creator feat. GUMI;Music;1;5.98;571;Music;;;;;;;;;;;;
33911;Gakuen Handsome: Legend of Sexy;Music;2;6.00;363;Comedy; Music;;;;;;;;;;;
7466;Hashire!;ONA;1;5.98;556;Comedy;;;;;;;;;;;;
9205;Kaichuu!;ONA;4;5.98;6941;Comedy; Seinen; Sports;;;;;;;;;;
11715;Kamisama Dolls Specials;Special;6;5.98;4985;Comedy;;;;;;;;;;;;
12237;Koi-ken!: Watashitachi Anime ni Nacchatta!;ONA;12;5.98;3384;Ecchi; Music;;;;;;;;;;;
3235;Magma Taishi;OVA;13;5.98;421;Action; Sci-Fi; Shounen; Space; Super Power;;;;;;;;
10519;Mahou Shoujo Sonico★Magica;ONA;1;5.98;13266;Music; Parody;;;;;;;;;;;
1440;Ninja Mono;OVA;2;5.98;1651;Adventure; Comedy; Shounen; Supernatural;;;;;;;;;
8963;Stitch!: Piko Kara no Chousenjou;Special;1;5.98;458;Adventure; Comedy; Kids;;;;;;;;;;
1790;Tactical Roar Special;Special;1;5.98;1252;Action; Comedy; Ecchi; Military; Romance; Sci-Fi;;;;;;;
4660;Yoshino no Hime;ONA;1;5.98;339;Comedy; Fantasy; Historical; Slice of Life;;;;;;;;;
21081;Yu Bang Xiang Zheng;Movie;1;5.98;216;Historical;;;;;;;;;;;;
1223;Ame to Shoujo to Watashi no Tegami;ONA;1;5.97;6686;Shoujo;;;;;;;;;;;;
30053;Bab Mook Ja;Movie;1;5.97;306;Slice of Life;;;;;;;;;;;;
30746;Fushigi na Somera-chan;TV;12;5.97;7988;Comedy; Magic; Slice of Life;;;;;;;;;;
22295;Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya;OVA;1;5.97;2147;Fantasy; Historical; Romance; Shoujo;;;;;;;;;
9627;Kakko Kawaii Sengen!;TV;5;5.97;590;Comedy;;;;;;;;;;;;
33244;Kiitarou Shounen no Youkai Enikki;TV;12;5.97;11986;Comedy; Supernatural;;;;;;;;;;;
29770;Kikyuu;Music;1;5.97;247;Music;;;;;;;;;;;;
2910;Koi Koi 7 Specials;Special;7;5.97;1623;Comedy; Ecchi;;;;;;;;;;;
34367;Long Riders Recap;Special;1;5.97;582;Comedy; Shounen; Slice of Life; Sports;;;;;;;;;
6355;Marie &amp;;;;;;;;;;;;;;;;;
6792;Mobile Suit SD Gundam Mk V;OVA;3;5.97;1294;Comedy; Mecha; Parody; Sci-Fi;;;;;;;;;
1154;Mother: Saigo no Shoujo Eve;Movie;1;5.97;697;Adventure; Drama; Sci-Fi;;;;;;;;;;
676;Refrain Blue;OVA;3;5.97;1181;Drama; Romance;;;;;;;;;;;
6412;Yuki Terai;OVA;6;5.97;280;Music;;;;;;;;;;;;
16405;Boku no Imouto wa &quot;;;;;;;;;;;;;;;;;
23551;Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe;TV;12;5.95;6220;Comedy; Slice of Life;;;;;;;;;;;
6721;Dark Side Cat;ONA;6;5.96;1821;Action;;;;;;;;;;;;
17693;Erementar Gerad: Aozora no Senki;Music;1;5.96;759;Music;;;;;;;;;;;;
19187;Fake Doll;Music;1;5.96;893;Music;;;;;;;;;;;;
33905;Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto;ONA;1;5.97;578;Music;;;;;;;;;;;;
668;Koi Koi 7;TV;13;5.96;10399;Comedy; Harem; Romance;;;;;;;;;;
32256;Mahou no Tenshi Creamy Mami: Zutto Kitto Motto;Music;1;5.96;129;Fantasy; Magic; Music; Romance; School; Sci-Fi; Shoujo;;;;;;
13233;Mugen no Ryvius: Illusion;Special;6;5.96;517;Comedy;;;;;;;;;;;;
2091;Oshare Kozou wa Hanamaru;OVA;1;5.96;327;Romance; Shoujo;;;;;;;;;;;
9167;Shukufuku no Campanella Specials;Special;6;5.96;2817;Ecchi;;;;;;;;;;;;
20557;11eyes Picture Drama;Special;13;5.95;2505;Comedy;;;;;;;;;;;;
23781;Blade &amp;;;;;;;;;;;;;;;;;
33985;Bloodivores;TV;12;5.95;36827;Action; Supernatural; Vampire;;;;;;;;;;
7122;Dai Yamato Zero-gou;OVA;5;5.95;566;Sci-Fi; Space;;;;;;;;;;;
5889;DragonBlade;Movie;1;5.95;427;Action; Fantasy;;;;;;;;;;;
28537;Garo: Guren no Tsuki;TV;23;5.96;17515;Action; Demons; Fantasy; Magic; Supernatural;;;;;;;;
1115;Handsome Girl;OVA;1;5.95;1734;Romance; Shoujo;;;;;;;;;;;
2600;Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors;OVA;1;5.95;375;Action; Adventure; Drama; Mecha; Sci-Fi; Shounen; Space;;;;;;
1620;MAPS;OVA;4;5.95;1007;Adventure; Comedy; Sci-Fi;;;;;;;;;;
5907;Mujigen Hunter Fandora;OVA;3;5.95;688;Adventure; Fantasy; Sci-Fi;;;;;;;;;;
5260;Pankunchi;ONA;10;5.95;210;Adventure; Kids;;;;;;;;;;;
1767;Psycho Diver: Mashou Bosatsu;OVA;1;5.95;2137;Horror; Psychological; Sci-Fi;;;;;;;;;;
30499;Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou;Special;12;5.95;2111;Slice of Life;;;;;;;;;;;;
8722;Ten no Kawa;Music;1;5.95;471;Fantasy; Music;;;;;;;;;;;
9608;Yuri Seijin Naoko-san;OVA;1;5.95;9485;Comedy;;;;;;;;;;;;
4923;Akai Hayate;OVA;4;5.94;778;Action; Martial Arts; Super Power;;;;;;;;;;
23213;Kantoku Fuyuki Todoki;TV;13;5.94;4037;Comedy; Josei; Slice of Life;;;;;;;;;;
5875;Kobutori (1929);Movie;1;5.94;1280;Comedy; Demons;;;;;;;;;;;
2346;Koroshiya 1 The Animation: Episode 0;OVA;1;5.94;5704;Action; Dementia; Drama; Horror; Martial Arts; Psychological; Seinen;;;;;;
5842;Kotatsu Neko (ONA);ONA;2;5.94;678;Comedy;;;;;;;;;;;;
3990;Kumo to Tulip;Movie;1;5.94;843;Adventure;;;;;;;;;;;;
16023;Kuro to Kin no Akanai Kagi.;OVA;2;5.94;5019;Romance; Shoujo;;;;;;;;;;;
12101;Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box;Music;1;5.94;1773;Magic; Music;;;;;;;;;;;
23229;Meshimase Lodoss-tou Senki: Sorette Oishii no?;TV;13;5.94;1187;Comedy;;;;;;;;;;;;
29834;Moshidora Recap;Special;1;5.94;251;Drama; Sports;;;;;;;;;;;
16381;Santa Company;Movie;1;5.94;2659;Fantasy;;;;;;;;;;;;
1866;Seirei Tsukai;Movie;1;5.94;1693;Action; Adventure; Fantasy; Magic; Romance; Shounen; Supernatural;;;;;;
27613;Selector Infected WIXOSS: Midoriko-san to Piruruku-tan;Special;3;5.94;5505;Comedy;;;;;;;;;;;;
32571;Shounen Ashibe: Go! Go! Goma-chan;TV;Unknown;5.94;1625;Comedy; Slice of Life;;;;;;;;;;;
22137;Toukiden: The Age of Demons - Introduction;Special;1;5.94;499;Action; Demons;;;;;;;;;;;
5620;Uchuu Enban Dai-Sensou;Movie;1;5.94;557;Action; Mecha; Romance;;;;;;;;;;
33105;Wake Up, Girl Zoo! Miyagi PR de Go!;Special;1;5.94;283;Comedy;;;;;;;;;;;;
16648;Youchien Senshi: Hanamaru Girls;Special;3;5.94;1147;Action; Comedy; Kids;;;;;;;;;;
29707;Yume no Ukiyo ni Saitemina;Music;1;5.94;397;Music;;;;;;;;;;;;
27757;Anisava;TV;13;5.93;176;Comedy; Romance; Slice of Life;;;;;;;;;;
5167;Cream Lemon: New Generation;OVA;4;5.93;917;Drama; Romance;;;;;;;;;;;
3152;Down Load: Namu Amida Butsu wa Ai no Uta;OVA;1;5.93;740;Action; Adventure; Psychological; Sci-Fi;;;;;;;;;
2782;Fire Emblem;OVA;2;5.93;5372;Action; Adventure; Fantasy; Magic; Shounen;;;;;;;;
32954;Flying Witch Petit;ONA;9;5.93;6769;Comedy; Slice of Life; Supernatural;;;;;;;;;;
832;Ginsoukikou Ordian;TV;24;5.93;1304;Mecha; Sci-Fi;;;;;;;;;;;
3390;Hoshi no Umi no Amuri;OVA;3;5.93;2443;Adventure; Fantasy; Sci-Fi;;;;;;;;;;
20463;Little Nemo Pilot (1987);Special;1;5.93;267;Adventure;;;;;;;;;;;;
23837;Meisou! Underworld;ONA;1;5.93;1456;Action; Supernatural; Thriller;;;;;;;;;;
3573;Moegaku★5;TV;40;5.93;572;Magic; Parody;;;;;;;;;;;
17891;Namida no Tsubomi;Music;1;5.93;144;Music; Slice of Life;;;;;;;;;;;
31777;Neko nanka Yondemo Konai.;TV;12;5.93;623;Seinen; Slice of Life;;;;;;;;;;;
32879;Norn9: Norn+Nonet Recap;Special;1;5.93;2109;Adventure; Fantasy; Josei; Romance;;;;;;;;;
4823;Youkai Ningen Bem (2006);TV;26;5.93;1070;Horror;;;;;;;;;;;;
9279;Bara no Hana to Joe;Movie;1;5.92;306;Drama; Kids;;;;;;;;;;;
32947;Battery;TV;11;5.92;30270;Drama; Slice of Life; Sports;;;;;;;;;;
3025;Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi;OVA;2;5.92;641;Action; Fantasy; Magic;;;;;;;;;;
3968;Dragoon;OVA;3;5.92;896;Adventure; Fantasy;;;;;;;;;;;
1685;Duel Masters;TV;26;5.92;13012;Action; Adventure; Comedy; Shounen;;;;;;;;;
13255;Haru wa Kuru;ONA;1;5.92;547;Adventure;;;;;;;;;;;;
7561;Kaitou Reinya;TV;12;5.92;2087;Comedy;;;;;;;;;;;;
2080;Majokko Club Yoningumi: A Kuukan kara no Alien X;OVA;1;5.92;441;Action; Comedy; Magic; Parody; Sci-Fi;;;;;;;;
2261;Malice@Doll;OVA;3;5.92;1739;Horror; Psychological; Sci-Fi;;;;;;;;;;
16255;Meisou-Ou Border;OVA;1;5.92;187;Adventure;;;;;;;;;;;;
9708;Mobile Suit Gundam ZZ: Gundam Frag.;OVA;2;5.92;2058;Action; Mecha; Military; Sci-Fi;;;;;;;;;
24995;Moon Festa;Music;1;5.92;103;Music;;;;;;;;;;;;
31143;Onsen Yousei Hakone-chan;TV;13;5.92;18498;Comedy; Seinen; Slice of Life;;;;;;;;;;
32735;Persona 3 the Movie Meets “Walkman”;ONA;1;5.91;937;Drama;;;;;;;;;;;;
786;Pugyuru;TV;13;5.92;2513;Comedy; Fantasy; School;;;;;;;;;;
23895;REACH x Thermae Romae: Pietrada no Kekkon;Special;1;5.92;308;Comedy; Historical; Seinen;;;;;;;;;;
8664;Slime Boukenki: Umi da, Yeah!;Special;1;5.92;403;Action; Adventure; Comedy; Fantasy; Game;;;;;;;;
3863;Sweet Valerian Specials;Special;8;5.92;601;Comedy; Magic; Shoujo;;;;;;;;;;
3192;Tobira wo Akete;Movie;1;5.92;894;Action; Adventure; Fantasy; Sci-Fi;;;;;;;;;
30358;Turnover;ONA;1;5.92;1150;School; Slice of Life;;;;;;;;;;;
8631;YanYan Machiko;ONA;Unknown;5.92;368;Comedy; Slice of Life;;;;;;;;;;;
16319;Asako Get You!!;OVA;2;5.91;2619;Comedy; Romance; School; Seinen; Slice of Life;;;;;;;;
1664;Babel Nisei (2001);TV;13;5.91;1502;Action; Adventure; Mystery; Sci-Fi; Shounen; Supernatural;;;;;;;
6787;Goulart Knights: Evoked the Beginning Black;OVA;1;5.91;8002;Action; Drama; Fantasy; Shoujo; Supernatural;;;;;;;;
11717;Hoshi no Kirby: Pilot;Special;1;5.91;915;Adventure; Comedy; Fantasy; Parody;;;;;;;;;
4452;Hoshikuzu Paradise;OVA;1;5.91;295;Comedy; Romance;;;;;;;;;;;
13299;Houkago no Tinker Bell;OVA;1;5.91;320;Comedy; Drama; Mystery; Romance; School; Slice of Life;;;;;;;
2574;Kashi no Ki Mokku;TV;52;5.91;787;Adventure; Fantasy;;;;;;;;;;;
8972;Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami;Movie;1;5.91;594;Magic; Shoujo;;;;;;;;;;;
4318;Ryuu Seiki;OVA;2;5.91;897;Action; Demons; Fantasy; Sci-Fi;;;;;;;;;
1989;Shizuku;Movie;1;5.91;1484;Comedy;;;;;;;;;;;;
2727;Sweet Valerian;TV;18;5.91;1680;Action; Comedy; Magic; School; Shoujo;;;;;;;;
16798;Ttori wa Zeta Robot;Movie;1;5.91;334;Action; Adventure; Kids; Mecha;;;;;;;;;
1176;Unkai no Meikyuu Zeguy;OVA;2;5.91;808;Action; Adventure; Fantasy;;;;;;;;;;
1973;X Densha de Ikou;OVA;1;5.91;1129;Dementia; Mystery; Supernatural;;;;;;;;;;
29772;Calm;Movie;1;5.89;506;Dementia; Music;;;;;;;;;;;
11735;Coluboccoro;OVA;1;5.89;1081;Fantasy; Sci-Fi;;;;;;;;;;;
983;Cosplay Complex: Extra Identification;OVA;1;5.90;2145;Comedy;;;;;;;;;;;;
3499;DinoZone;OVA;5;5.90;636;Adventure; Sci-Fi; Shounen;;;;;;;;;;
1927;Gakuen Tokusou Hikaruon;OVA;1;5.90;1068;Action; Martial Arts; School; Super Power;;;;;;;;;
32755;Gregorio;Music;1;5.90;89;Music;;;;;;;;;;;;
28439;Hatsune Miku x Tetsuya Nomura;Special;1;5.90;1232;Music;;;;;;;;;;;;
30080;Inishie no Megami to Houseki no Ite;ONA;1;5.90;143;Action;;;;;;;;;;;;
27503;Karen Senki;ONA;11;5.90;8697;Action; Sci-Fi;;;;;;;;;;;
2525;Kekkou Kamen;OVA;4;5.90;2344;Comedy; Ecchi;;;;;;;;;;;
8619;Ladies versus Butlers! Tokuten Disc Music Clip;Special;1;5.90;5676;Ecchi; Music;;;;;;;;;;;
16183;Lupin Shanshei;OVA;10;5.90;582;Comedy; Parody;;;;;;;;;;;
26085;Military!;TV;12;5.91;19761;Comedy; Ecchi; Military; Seinen; Slice of Life;;;;;;;;
2731;Shishunki Bishoujo Gattai Robo Z-MIND;OVA;6;5.90;333;Action; Mecha; Parody;;;;;;;;;;
7985;Taiyou no Hou: El Cantare e no Michi;Movie;1;5.90;332;Fantasy; Historical;;;;;;;;;;;
31972;Tang Lang Bu Chan;Movie;1;5.90;112;Historical;;;;;;;;;;;;
5270;All That Gundam;Special;1;5.89;2760;Action; Mecha; Sci-Fi;;;;;;;;;;
33746;Anitore! XX;TV;12;5.89;6227;Comedy; Sports;;;;;;;;;;;
30382;Aquarion Logos;TV;26;5.89;11756;Action; Comedy; Drama; Fantasy; Mecha; Romance; Sci-Fi;;;;;;
7786;Arabian Nights: Sindbad no Bouken;Movie;1;5.89;550;Action; Adventure; Fantasy;;;;;;;;;;
20705;Baka Misérables;ONA;3;5.89;169;Music; Parody;;;;;;;;;;;
24637;G-On Riders Special;Special;1;5.89;302;Comedy; Ecchi; Sci-Fi;;;;;;;;;;
2365;Grandeek;OVA;1;5.89;896;Adventure; Fantasy; Magic;;;;;;;;;;
4540;Gundam: Mission to the Rise;Special;1;5.89;2710;Action; Mecha; Sci-Fi;;;;;;;;;;
2308;Lime-iro Ryuukitan X;TV;13;5.89;2009;Drama; Ecchi; Harem; Historical; Mecha; Supernatural;;;;;;;
7807;Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi;Movie;1;5.89;360;Comedy; Magic; Shoujo; Slice of Life;;;;;;;;;
16377;Peeping Life: The Perfect Extension;OVA;10;5.89;245;Comedy; Slice of Life;;;;;;;;;;;
574;Rean no Tsubasa;ONA;6;5.89;2228;Fantasy; Mecha; Sci-Fi;;;;;;;;;;
33366;Toukiden 2;ONA;3;5.89;199;Action; Demons;;;;;;;;;;;
12399;Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold;OVA;1;5.89;199;Action; Sci-Fi;;;;;;;;;;;
32454;Usakame;TV;12;5.89;5941;Comedy; Shounen; Sports;;;;;;;;;;
10904;Waza no Tabibito;Movie;1;5.89;474;Adventure; Fantasy;;;;;;;;;;;
9365;Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka;OVA;1;5.89;472;Action; Adventure; Comedy; Fantasy;;;;;;;;;
32853;7-kakan.;Music;1;5.88;143;Music;;;;;;;;;;;;
31710;Divine Gate;TV;12;5.88;83271;Action; Fantasy; Sci-Fi;;;;;;;;;;
8526;Honey Tokyo;ONA;1;5.88;1410;Sci-Fi;;;;;;;;;;;;
19185;HORIZON feat. Hatsune Miku;Music;1;5.88;1297;Music;;;;;;;;;;;;
1775;Jikuu Tenshou Nazca;TV;12;5.88;3080;Action; Adventure; Drama; Fantasy; Magic;;;;;;;;
2599;Juusenki L-Gaim I: Pentagona Window + Lady Gyabure;OVA;1;5.88;409;Action; Adventure; Drama; Mecha; Sci-Fi; Shounen; Space;;;;;;
15391;Kagaku na Yatsura;OVA;1;5.88;10812;Comedy; Ecchi; Romance; School; Sci-Fi; Seinen;;;;;;;
13373;Kyoto Animation: Hana-hen;Special;1;5.88;2483;Slice of Life;;;;;;;;;;;;
31830;lilac (bombs Jun Togawa);Music;1;5.88;175;Music;;;;;;;;;;;;
29757;Mori no e;Music;1;5.87;202;Kids; Music;;;;;;;;;;;
19237;Nimrod;Music;1;5.88;296;Fantasy; Music;;;;;;;;;;;
5492;Platonic Chain: Web;Special;1;5.88;322;Sci-Fi; Slice of Life;;;;;;;;;;;
1712;Shin Seiki Den Mars;TV;13;5.88;556;Mecha; Sci-Fi; Shounen;;;;;;;;;;
1743;Super Milk-chan;TV;14;5.88;2476;Action; Comedy; Parody; Sci-Fi;;;;;;;;;
9667;Super Speed;Music;1;5.88;691;Music;;;;;;;;;;;;
5662;Suteneko Tora-chan;Movie;1;5.88;615;Music;;;;;;;;;;;;
9521;Tie Shan Gongzhu;Movie;1;5.88;347;Action; Adventure; Fantasy;;;;;;;;;;
7248;Top wo Nerae! Gunbuster Specials;Special;3;5.88;3095;Mecha; Space;;;;;;;;;;;
1076;Wizardry;OVA;1;5.88;991;Action; Adventure; Fantasy;;;;;;;;;;
1692;_Summer;OVA;2;5.88;7051;Drama; Harem; Romance;;;;;;;;;;
3843;Ali Baba to 40-hiki no Touzoku;Movie;1;5.87;602;Action; Fantasy;;;;;;;;;;;
1586;Aoi Umi no Tristia;OVA;2;5.87;2279;Adventure; Mecha;;;;;;;;;;;
4908;Bihada Ichizoku;TV;12;5.87;2777;Drama; Parody; Shoujo;;;;;;;;;;
30199;Hakimono to Kasa no Monogatari;Music;1;5.87;108;Music;;;;;;;;;;;;
8920;Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!;OVA;1;5.87;418;Horror;;;;;;;;;;;;
12723;Loups=Garous Pilot;Special;1;5.87;622;Mystery; Sci-Fi; Thriller;;;;;;;;;;
8231;Princess Lover!: Magical Knight Maria-chan;Special;6;5.87;5960;Magic; Parody;;;;;;;;;;;
12907;Sekiei Ayakashi Mangatan;ONA;3;5.87;2615;Fantasy; Historical; Supernatural;;;;;;;;;;
21773;Sugar*Soldier;Special;3;5.87;6738;Shoujo;;;;;;;;;;;;
5372;Aura Battler Dunbine OVA;OVA;3;5.86;972;Adventure; Mecha; Sci-Fi;;;;;;;;;;
30091;Chaos Dragon: Sekiryuu Seneki;TV;12;5.86;62257;Action; Fantasy; Supernatural;;;;;;;;;;
33771;Cheating Craft;TV;12;5.86;23469;Action; Comedy; School;;;;;;;;;;
1992;Chou Kousoku Gran Doll;OVA;3;5.86;837;Action; Comedy; Mecha; School;;;;;;;;;
9502;Egao no Hana;Music;1;5.86;670;Music;;;;;;;;;;;;
23259;Gundam: G no Reconguista;TV;26;5.86;16538;Action; Mecha; Sci-Fi; Space;;;;;;;;;
31769;Kojiki: Hyuuga-hen;Movie;1;5.86;148;Historical;;;;;;;;;;;;
2278;Mahou Yuugi 3D;OVA;1;5.86;1148;Comedy; Magic;;;;;;;;;;;
6907;Mikan-Seijin;TV;26;5.86;258;Comedy;;;;;;;;;;;;
20667;Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.;Special;1;5.86;785;Mecha; Military;;;;;;;;;;;
3328;School Days: Magical Heart Kokoro-chan;OVA;1;5.86;28812;Comedy; Ecchi; Magic;;;;;;;;;;
23595;Seihou Tenshi Angel Links Special;Special;1;5.86;310;Comedy; Sci-Fi; Space;;;;;;;;;;
21009;Sekai de Ichiban Tsuyoku Naritai! Specials;Special;6;5.86;3712;Action; Ecchi; Sports;;;;;;;;;;
28631;Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!;ONA;2;5.86;217;Action;;;;;;;;;;;;
6607;Superflat First Love;Special;1;5.86;2433;Adventure; Fantasy;;;;;;;;;;;
21775;Yugami-kun ni wa Tomodachi ga Inai;ONA;2;5.86;858;Comedy; Romance; School; Slice of Life;;;;;;;;;
3430;Blame! Prologue;OVA;2;5.85;4703;Action; Mecha; Sci-Fi;;;;;;;;;;
29585;Chikotan;Movie;1;5.87;145;Music; Psychological;;;;;;;;;;;
17267;Futari wa Milky Holmes;TV;12;5.85;6303;Comedy; Mystery; Super Power;;;;;;;;;;
1933;Growlanser IV: Wayfarer of the Time;OVA;1;5.85;931;Action;;;;;;;;;;;;
10958;High Score;TV;8;5.85;4894;Comedy; Shoujo;;;;;;;;;;;
31300;Irodorimidori: Change Our Mirai!;Music;1;5.85;721;Music;;;;;;;;;;;;
1271;Kyoukasho ni Nai!;OVA;2;5.85;2237;Comedy; Ecchi;;;;;;;;;;;
21421;Mahou Shoujo Taisen;TV;26;5.85;12783;Magic;;;;;;;;;;;;
15937;Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus;OVA;1;5.85;302;Action; Fantasy; Shounen;;;;;;;;;;
9826;Okubyou na Venus;OVA;1;5.85;223;Music;;;;;;;;;;;;
4103;Oval x Over;OVA;1;5.85;557;Cars;;;;;;;;;;;;
3736;Parappa the Rapper;TV;30;5.85;1199;Comedy; Fantasy;;;;;;;;;;;
23029;Popful Mail;Music;1;5.85;166;Comedy; Fantasy; Music;;;;;;;;;;
3821;Portable Kuukou;Music;1;5.85;1515;Music; Sci-Fi;;;;;;;;;;;
2522;Rakushou! Hyper Doll;OVA;2;5.85;937;Adventure; Comedy; Magic; Sci-Fi; Shounen;;;;;;;;
2311;Shounen Kenya;Movie;1;5.85;816;Adventure;;;;;;;;;;;;
31073;Show By Rock!!: Plasmagica na Gogo;ONA;3;5.85;469;Comedy;;;;;;;;;;;;
1766;Youseiki Suikoden;OVA;1;5.85;1240;Action; Fantasy; Martial Arts;;;;;;;;;;
10813;Alps no Shoujo Heidi Pilot;Special;1;5.84;419;Comedy; Drama; Slice of Life;;;;;;;;;;
16169;Choboraunyopomi Gekijou Ai Mai Mii;TV;13;5.83;16846;Comedy; Slice of Life;;;;;;;;;;;
4967;Choujin Locke: Mirror Ring;OVA;1;5.84;391;Action; Sci-Fi; Super Power;;;;;;;;;;
